# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		247000		180550.9396241591
0.5		0.5		1.0		-1		247000		230801.08584693284
0.5		0.5		1.0		1		247000		180550.9397181326
0.5		0.5		1.0		2		247000		180550.9397182164
0.5		0.5		1.0		3		247000		230801.08596675514
0.5		0.5		1.0		4		247000		160166.8601144235
0.5		1.0		1.0		-1		247000		222919.35473761015
0.5		1.0		1.0		1		247000		172115.2295202685
0.5		1.0		1.0		2		247000		172115.2295203457
0.5		1.0		1.0		3		247000		222919.3548744766
0.5		1.0		1.0		4		247000		153114.2025308926
0.5		2.0		1.0		-1		247000		212507.90967320115
0.5		2.0		1.0		1		247000		163822.37691260863
0.5		2.0		1.0		2		247000		163822.37691268136
0.5		2.0		1.0		3		247000		212507.90982354773
0.5		2.0		1.0		4		247000		146215.49334546042
1.0		0.5		1.0		-1		247000		186938.73237355467
1.0		0.5		1.0		1		247000		151287.75833395697
1.0		0.5		1.0		2		247000		151287.75833402062
1.0		0.5		1.0		3		247000		186938.73245463803
1.0		0.5		1.0		4		247000		135231.3623698068
1.0		1.0		1.0		1		247000		144217.08292729518
1.0		1.0		1.0		2		247000		144217.0829273543
1.0		1.0		1.0		3		247000		180550.9397182164
1.0		1.0		1.0		4		247000		129259.45698152836
1.0		2.0		1.0		-1		247000		172115.22941600974
1.0		2.0		1.0		1		247000		137266.92428410394
1.0		2.0		1.0		2		247000		137266.92428415988
1.0		2.0		1.0		3		247000		172115.2295203457
1.0		2.0		1.0		4		247000		123421.84538158754
2.0		0.5		1.0		-1		247000		156643.12494637407
2.0		0.5		1.0		1		247000		128789.12738558548
2.0		0.5		1.0		2		247000		128789.12738563704
2.0		0.5		1.0		3		247000		156643.12500099058
2.0		0.5		1.0		4		247000		115751.16673677413
2.0		1.0		1.0		-1		247000		151287.75826910202
2.0		1.0		1.0		1		247000		122768.99817657754
2.0		1.0		1.0		2		247000		122768.998176625
2.0		1.0		1.0		3		247000		151287.75833402062
2.0		1.0		1.0		4		247000		110627.69376282945
2.0		2.0		1.0		-1		247000		144217.0828542702
2.0		2.0		1.0		1		247000		116851.81766526138
