# mur		muf		alpsfact	dynamical_scale	pdf		cross-section
1.0		1.0		1.0		-1		247000		180550.9396241591
0.5		0.5		1.0		-1		247000		230573.1700876098
0.5		0.5		1.0		1		247000		180550.93971469323
0.5		0.5		1.0		2		247000		180550.93971446838
0.5		0.5		1.0		3		247000		230573.17019577423
0.5		0.5		1.0		4		247000		160419.56121445532
0.5		1.0		1.0		-1		247000		222902.52317939405
0.5		1.0		1.0		1		247000		172270.6174806693
0.5		1.0		1.0		2		247000		172270.61748038113
0.5		1.0		1.0		3		247000		222902.52331502206
0.5		1.0		1.0		4		247000		153474.1519972809
0.5		2.0		1.0		-1		247000		212684.2646556281
0.5		2.0		1.0		1		247000		164114.72474730338
0.5		2.0		1.0		2		247000		164114.72474699005
0.5		2.0		1.0		3		247000		212684.26481293363
0.5		2.0		1.0		4		247000		146675.88095308855
1.0		0.5		1.0		-1		247000		186768.6689796079
1.0		0.5		1.0		1		247000		151298.32205664527
1.0		0.5		1.0		2		247000		151298.32205649602
1.0		0.5		1.0		3		247000		186768.66904904202
1.0		0.5		1.0		4		247000		135451.79224672387
1.0		1.0		1.0		1		247000		144357.06391297467
1.0		1.0		1.0		2		247000		144357.06391277345
1.0		1.0		1.0		3		247000		180550.93971446838
1.0		1.0		1.0		4		247000		129569.91279853863
1.0		2.0		1.0		-1		247000		172270.61737358384
1.0		2.0		1.0		1		247000		137520.90476434998
1.0		2.0		1.0		2		247000		137520.90476412786
1.0		2.0		1.0		3		247000		172270.61748038113
1.0		2.0		1.0		4		247000		123816.55690577747
2.0		0.5		1.0		-1		247000		156511.84700281484
2.0		0.5		1.0		1		247000		128802.5853158604
2.0		0.5		1.0		2		247000		128802.5853157465
2.0		0.5		1.0		3		247000		156511.8470467249
2.0		0.5		1.0		4		247000		115940.78885500693
2.0		1.0		1.0		-1		247000		151298.32199624224
2.0		1.0		1.0		1		247000		122892.28393829784
2.0		1.0		1.0		2		247000		122892.2839381409
2.0		1.0		1.0		3		247000		151298.32205649602
2.0		1.0		1.0		4		247000		110894.19810764682
2.0		2.0		1.0		-1		247000		144357.06383965
2.0		2.0		1.0		1		247000		117071.81551735013
2.0		2.0		1.0		2		247000		117071.81551717463
2.0		2.0		1.0		3		247000		144357.06391277345
2.0		2.0		1.0		4		247000		105960.53747287326
1.0		1.0		1.0		-1		247000		180550.9396241591
1.0		1.0		1.0		-1		247001		181073.6018212037
1.0		1.0		1.0		-1		247002		183654.62410203324
1.0		1.0		1.0		-1		247003		180194.5682225731
1.0		1.0		1.0		-1		247004		178016.67745956182
1.0		1.0		1.0		-1		247005		193523.4021639103
1.0		1.0		1.0		-1		247006		178131.7442576199
1.0		1.0		1.0		-1		247007		178360.7057679876
1.0		1.0		1.0		-1		247008		181775.99169828088
1.0		1.0		1.0		-1		247009		181844.61203787223
1.0		1.0		1.0		-1		247010		176573.38674520637
1.0		1.0		1.0		-1		247011		175634.21407264893
1.0		1.0		1.0		-1		247012		180566.24071017466
1.0		1.0		1.0		-1		247013		179231.80380208202
1.0		1.0		1.0		-1		247014		180470.38434923394
1.0		1.0		1.0		-1		247015		177771.5059862889
1.0		1.0		1.0		-1		247016		175336.6376178931
1.0		1.0		1.0		-1		247017		178087.94299320792
1.0		1.0		1.0		-1		247018		181974.11636451466
1.0		1.0		1.0		-1		247019		180103.58497201462
1.0		1.0		1.0		-1		247020		190161.25858776635
1.0		1.0		1.0		-1		247021		179602.8042837348
1.0		1.0		1.0		-1		247022		181500.4009584011
1.0		1.0		1.0		-1		247023		189397.50096382963
1.0		1.0		1.0		-1		247024		180329.08262333283
1.0		1.0		1.0		-1		247025		181806.61638402517
1.0		1.0		1.0		-1		247026		180568.59813153607
1.0		1.0		1.0		-1		247027		177631.1419892517
1.0		1.0		1.0		-1		247028		177356.584741718
1.0		1.0		1.0		-1		247029		185195.4820352913
1.0		1.0		1.0		-1		247030		183480.30388182256
1.0		1.0		1.0		-1		247031		180011.73622145862
1.0		1.0		1.0		-1		247032		177290.0110670032
1.0		1.0		1.0		-1		247033		177904.8217291451
1.0		1.0		1.0		-1		247034		179270.12584361056
1.0		1.0		1.0		-1		247035		178416.66547675012
1.0		1.0		1.0		-1		247036		180721.29025246875
1.0		1.0		1.0		-1		247037		180794.18022249715
1.0		1.0		1.0		-1		247038		180970.75930850385
1.0		1.0		1.0		-1		247039		186376.32816331586
1.0		1.0		1.0		-1		247040		181350.5854441843
1.0		1.0		1.0		-1		247041		180628.43581046627
1.0		1.0		1.0		-1		247042		180012.36177462584
1.0		1.0		1.0		-1		247043		181945.6776759192
1.0		1.0		1.0		-1		247044		178054.02003488922
1.0		1.0		1.0		-1		247045		180257.7097795495
1.0		1.0		1.0		-1		247046		182041.60063079573
1.0		1.0		1.0		-1		247047		175436.68424471348
1.0		1.0		1.0		-1		247048		179660.82844305583
1.0		1.0		1.0		-1		247049		178621.19403772487
1.0		1.0		1.0		-1		247050		179587.88381585508
1.0		1.0		1.0		-1		247051		185079.18729036895
1.0		1.0		1.0		-1		247052		179596.9519644996
1.0		1.0		1.0		-1		247053		179542.6700936577
1.0		1.0		1.0		-1		247054		175433.31344093967
1.0		1.0		1.0		-1		247055		175706.3497786051
1.0		1.0		1.0		-1		247056		186144.81354319147
1.0		1.0		1.0		-1		247057		181038.13961014224
1.0		1.0		1.0		-1		247058		184165.98684766638
1.0		1.0		1.0		-1		247059		181155.19596954784
1.0		1.0		1.0		-1		247060		183816.2440912249
1.0		1.0		1.0		-1		247061		175857.26956446192
